DisGeNET Gene Set,STRING,ConsensusPathDB,HumanNet,Reactome,ReactomeFI,GIANT,InBioMap,GeneMANIA,DIP,MultiNet,HINT,IRefIndex,PathwayCommons,HPRD,BioGRID,Mentha,IntAct,PID,BioPlex,BIND,HumanInteractome
"Neuroectodermal Tumor, Primitive",0.611562323,0.613259498,0.744210774,1.03963704,0.512664339,0.551049566,0.358590241,0.305497679,0.351090594,0.303530348,0.372028103,0.202518124,0.179332795,0.228202576,0.247681588,0.19605556,0.380367918,0.4220308,0.384812762,0.107313916,0.363647039
Neuroendocrine Tumors,1.543302845,1.859945729,1.327996076,0.725189564,0.89492776,0.666913529,0.93441813,0.483002872,1.062054267,0.619823945,0.729147232,0.700401139,0.40566846,0.700660278,0.661635995,0.547432562,0.52896537,0.041723131,0.46545067,0.440481812,0.350340971
Neurofibromatoses,1.045045026,1.048386623,0.760985354,0.754462566,0.758116191,0.710361703,0.663698919,0.583837664,0.713995766,0.389385951,0.594182008,0.343599037,0.236483636,0.200278786,0.470573853,0.486225006,0.769892365,0.169271606,0.145962962,0.77878534,0.208802332
Neurofibromatosis 1,1.193835285,1.005053383,0.963725186,0.968164117,0.932195176,0.685248599,0.575194048,0.520328401,0.527572714,0.552697149,0.491471795,0.320844907,0.362696211,0.309263986,0.404990899,0.30415339,0.371251856,0.13995818,0.141870416,0.489214178,0.231825452
Neuropathy,1.611498151,0.80118688,0.811112597,0.393465273,0.473895518,0.205395666,0.439018569,0.349544517,0.573841309,0.45164839,0.522261176,0.371070782,0.271446675,0.482195109,0.542887996,0.490512349,0.291431872,0.124025804,0.048884007,0.591368557,0.018418268
Neutropenia,1.601110703,0.793737168,0.694410081,0.673980601,0.606244846,0.324753874,0.447085733,0.516874267,0.387965532,0.616053221,0.460101939,0.524968442,0.543925765,0.404427961,0.236166453,0.270393328,0.31441672,0.148653779,0.16509865,0.268769099,0.183923764
Nodule,1.58517263,0.870614513,0.49290809,0.379052996,0.623754934,0.678699461,0.524157761,0.479385902,0.164772869,0.399028622,0.278819493,0.317893451,0.516496016,0.317688551,0.298579061,0.275797324,0.318806041,0.0558437,0.607973872,0.112435581,0.172842631
Non-alcoholic Fatty Liver Disease,2.56891399,1.172918949,0.792699253,1.273479707,1.598810919,0.729732956,0.996383022,1.044323102,0.659737747,0.689362825,0.52199928,0.533735242,1.004356289,0.517344308,0.624914093,0.654689153,0.430823324,0.704016295,0.319716221,0.347807049,0.211582376
Non-small cell lung cancer stage I,1.403884574,0.612303439,0.855637891,0.612738923,0.611450994,0.594179786,0.476573653,0.339208741,1.063335813,0.350470839,0.924544941,0.529399469,0.359207502,0.396533204,0.819261532,0.789556799,0.472558717,0.450030419,0.039668512,0.363434738,0.014124666
Nonalcoholic Steatohepatitis,2.194464427,1.138138012,1.074824342,1.137873719,1.105162571,0.902327629,0.764607656,0.967307076,1.166225414,0.793978369,0.880582682,0.580093596,1.035832231,0.655849118,0.443021707,0.589358716,0.554829908,0.438521239,0.079281866,0.266469801,0.026686988
Noninfiltrating Intraductal Carcinoma,1.555940906,0.611802961,0.691377662,0.755841125,0.582663972,1.374187886,0.652691666,0.700522262,0.40927505,0.37550925,0.300001353,0.337318103,0.326785003,0.348955086,0.356967557,0.34279598,0.24919747,0.352371204,0.212830031,0.265181449,0.204860076
Nonorganic psychosis,2.090529002,0.693299315,0.543331966,0.452071509,0.468773423,0.302996551,0.338109627,0.254241597,0.280482346,0.547083534,0.275764445,0.280427861,0.446364462,0.260194059,0.156706885,0.168721815,0.20032577,0.548158073,-0.005611859,0.112463996,-0.028915152
"Obesity, Morbid",3.423176564,2.208092973,2.006759956,0.944783879,1.721294239,0.322545315,0.92927407,0.439131621,0.881833398,0.403608525,0.832859234,1.238042097,0.900134224,1.279060048,0.438045795,1.031612653,0.827626106,1.004664591,0.076618552,0.257375956,0.007617504
Oral Cavity Carcinoma,2.115556587,1.126739073,0.881833215,0.307930719,0.507261231,1.421192756,0.622645595,0.491365543,0.30037455,0.29129276,0.414011058,0.213131584,0.442924046,0.148857716,0.477584286,0.441475043,0.568753099,0.194238985,0.239469102,0.454629904,0.019270288
Osteopenia,2.427587074,1.585083114,1.578484731,0.890426401,0.762389069,0.7892889,0.792586616,0.80996704,0.696870883,0.573160118,0.488815338,0.642331402,0.789599921,0.504930509,0.434918912,0.609657125,0.375024661,0.32654018,0.202488539,0.170996649,0.012280843
Osteoporosis,2.104032744,1.398690222,0.720181873,1.019592874,0.815099412,0.790141663,0.818582715,0.609080757,0.996473443,0.537955377,0.381666095,0.646489276,0.816750022,0.482779926,0.428913864,0.607435142,0.368295016,0.533022696,0.068362352,0.217451402,-0.023987469
"Ovarian Failure, Premature",2.02092269,0.649923759,0.448658144,0.869148672,0.767005226,0.328566422,0.271596016,0.258746042,0.473791018,0.306145067,0.351062344,0.417514256,0.440736225,0.576406308,0.358739439,0.236467844,0.285657518,0.067779614,0.026216681,0.229510034,0.021498244
Overweight,4.116392279,1.259764228,1.356901799,1.109035698,1.09209254,0.906105123,0.839429498,0.821349887,0.825276052,0.559856748,0.734846577,0.632164174,0.977582215,0.881823389,0.591668562,0.644422618,0.560108408,0.228139313,0.188937299,0.196580362,0.027135915
PACHYONYCHIA CONGENITA 3,1.564177283,1.329022379,1.187324485,0.606990293,0.802259648,0.896497577,0.741478918,0.856387552,0.452647573,0.480175475,0.577637215,0.373215271,0.472746272,0.541607291,0.502540945,0.416348746,0.573028838,0.408217688,0.180201876,0.274975193,0.023300333
Pancreatic intraepithelial neoplasia,1.57600345,1.159015757,0.816525141,1.006171024,0.595328778,0.984611262,0.739903337,0.58192326,0.539367456,0.702715829,0.667763748,0.450234395,0.261854316,0.631375483,0.814414124,0.612716798,0.132781592,0.43455851,0.132125249,0.207938972,0.081965442
Pancreatitis,1.988896325,0.824563599,1.01367715,0.973574609,1.437004512,0.874112548,0.46318903,0.880681233,0.470078505,0.38237743,0.282019695,0.543604099,0.783968998,0.491893624,0.298044982,0.236540193,0.221056408,1.122452571,0.493969881,0.133623812,0.005836279
"Pancreatitis, Chronic",1.644940746,1.302411391,1.111419883,0.715623932,0.871758731,1.178508102,0.691563038,0.79225996,0.472747348,0.959320791,0.685281697,0.633418364,0.522791958,0.660001596,0.542879035,0.522055343,0.49827577,0.329297873,0.561938848,0.257442334,0.043686461
Pancytopenia,1.674919996,0.435413624,0.663122025,0.49816407,0.444247689,0.333962745,0.312353889,0.371459956,0.852433076,0.492135356,0.514329103,0.506243273,0.461243106,0.633779287,0.369990076,0.243179409,0.359001509,0.858292789,0.225202309,0.218102214,0.937045879
Papilloma,1.054717338,1.096646842,0.808069075,0.844449667,0.687385888,0.691074426,0.759222129,0.57209128,0.497449184,0.395843458,0.602934416,0.370713209,0.463454072,0.19906679,0.583980983,0.529753074,0.394640287,0.169996786,0.163357875,0.241105984,0.335500938
Parathyroid Adenoma,0.663720361,0.231900244,0.563319398,0.429795808,0.297727328,0.645028997,0.21035389,0.23809308,0.115753225,0.18840675,0.108413291,0.091458568,0.309689736,0.054134829,0.088151929,0.030602521,0.186692245,0.241207417,0.207709215,0.011419492,0.620680903
Paresis,1.752459379,0.327164501,0.437648637,1.198361492,1.091742595,0.39508125,0.530688552,0.702972041,0.152031298,0.556782708,0.330182772,0.381592984,0.269266774,0.538259734,0.355936913,0.362381217,0.309270087,0.468390883,0.148805263,0.196900075,0.021085645
Parkinsonian Disorders,1.171221474,0.154612453,0.191448612,0.405819265,0.354780349,0.099577823,0.175739988,0.147029624,0.757834502,0.318597912,0.108102928,0.132589263,0.244097468,0.125882995,0.199059406,0.152755113,0.116231368,0.461553582,0.080307941,0.014893132,0.148215533
Patent ductus arteriosus,1.207575022,0.73585292,0.455807831,1.173223198,0.675365204,0.50622278,0.764131979,0.479678338,0.295614052,0.413043251,0.412726716,0.506190955,0.44477164,0.534029646,0.453495476,0.407826283,0.357799225,0.296489209,0.932754562,0.247378415,0.04480966
Periodontitis,3.87463293,3.356901559,2.216942351,1.211078912,1.41069331,1.552679687,1.650278379,1.428536487,0.965115463,1.424700785,1.560573979,1.696231947,1.449264898,1.171702615,1.255254145,1.475392247,0.510855015,0.897869044,1.04780952,0.241456818,0.054556989
Peripheral Neuropathy,1.446012599,0.240340994,0.525105845,0.671066727,0.735263409,0.226419621,0.339378968,0.280285743,0.445219959,0.351199969,0.18567061,0.223361103,0.281647251,0.304420781,0.277530925,0.195685704,0.137737066,0.028545604,0.084946977,0.182309907,0.020884445
Peripheral T-Cell Lymphoma,1.649529108,1.020220766,0.964523668,0.404725969,0.525508766,1.582810782,0.646603774,0.852434572,0.179411653,0.359989212,0.333839605,0.246604198,0.400007121,0.368503883,0.375694171,0.373172241,0.44110022,0.236805484,0.081833155,0.613899088,0.251506118
Peritonitis,3.21000864,1.720367219,2.675019298,1.818386679,1.276651882,2.132788834,1.262130128,2.211618381,0.896296934,0.873694219,0.755115055,1.004187801,1.303293237,0.895881064,0.611450149,0.722991997,0.541910715,1.135880746,0.135372116,0.122415506,-0.002925812
Pheochromocytoma,1.454251916,1.516385322,1.04424619,0.852855864,0.863211791,0.39748089,0.880642578,0.384732987,0.685670744,0.677295243,0.676339481,0.649921275,0.484595738,0.654911392,0.534302743,0.411202385,0.572836753,0.370611573,0.275293385,0.37595041,0.066191717
Photoreceptor degeneration,4.156055902,0.479954105,1.512426441,0.531931326,0.776051668,0.137642747,0.320608231,0.379271557,0.183073768,0.106614443,0.267341292,0.423498503,0.252863767,0.563392101,0.044176258,0.060811103,0.076636136,0.238124691,0.006196347,0.259816421,0.342497469
Pick Disease of the Brain,1.665642046,0.457957386,0.19483648,0.807307679,0.849297268,0.349174984,0.378659067,0.396096404,0.632093735,0.41085421,0.440778222,0.373803285,0.421716176,0.360941787,0.524937022,0.315397027,0.367026094,0.350829087,0.106908053,0.18208469,-0.006314577
Pilocytic Astrocytoma,0.828549267,0.930212004,0.897935766,0.896056251,0.848749487,0.905413102,0.586726943,0.558940224,1.07854108,0.59947243,0.477163078,0.296567241,0.40639258,0.285995855,0.539585503,0.470321141,0.273203948,0.606636351,0.855157238,0.412083198,-0.002301285
Pituitary Adenoma,1.80875365,2.259555565,1.681774177,0.917368216,0.956984947,0.579933152,0.829716281,0.511722884,0.656109405,0.659979897,0.847949816,0.752955552,0.598322948,0.909810797,0.621026578,0.718562942,0.413324723,0.398118824,0.479036356,0.453420505,0.508729067
Pituitary Neoplasms,1.405872589,2.061661855,1.464142832,0.510106732,0.745990555,0.384066955,0.628632984,0.679447113,0.359332148,0.473557586,0.545157424,0.728156147,0.515892704,0.664925235,0.627279885,0.496622502,0.310804659,0.421015192,0.58405565,0.315019797,0.237291223
"Plaque, Amyloid",2.393484393,1.031582389,1.145189462,0.739616721,0.928316237,0.893469204,0.648794141,0.828433733,0.911056998,0.655820773,0.487773631,0.681371263,0.611841469,0.689757504,0.513620204,0.438776219,0.505723718,0.249900191,0.732198376,0.251168752,0.066282523
"Polycystic Kidney, Autosomal Dominant",1.290513482,0.578434805,0.612384236,0.462300722,0.672130414,0.346878346,0.522302137,0.398979816,1.014643645,0.475136051,0.547821963,0.384907388,0.374410469,0.271798469,0.299970568,0.23994794,0.172388039,0.450328263,0.317811839,0.109123929,0.133101504
Polycythemia Vera,1.605251716,1.435895964,1.332436829,1.732962243,1.365663588,0.798629528,1.2489735,1.015609748,0.829791933,1.093437039,0.919658637,0.816943926,0.700516812,0.559348199,0.719485112,0.741737934,0.770649991,0.616193141,0.461012538,0.886553594,0.107102755
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1.392940307,0.660907908,0.706976116,0.445459259,0.282705291,0.953260717,0.29401517,0.581514464,0.192260274,0.28385652,0.414587318,0.362898039,0.315585951,0.225174166,0.240259001,0.277472542,0.28227446,0.253878074,0.176208062,0.341543355,0.062620506
Premature aging syndrome,1.275463705,1.005756911,0.865170793,1.454566027,1.082620535,0.450146938,0.644780408,0.619393903,2.161549748,0.729517462,1.22969818,1.104788955,0.88153587,1.287387746,1.14606011,1.339029349,0.69403503,1.032003021,1.786033735,0.204753962,0.065604224
Primary Effusion Lymphoma,1.676609462,0.823604663,1.067627399,0.843102355,0.640343643,0.859915409,0.765261563,0.871972281,0.244709995,0.45012151,0.599370925,0.28007585,0.410401101,0.32449123,0.416656746,0.359554089,0.363625136,0.423241909,0.239112499,0.709890661,0.150682524
Primary Myelofibrosis,1.377811828,1.817225038,1.467752791,1.105434533,0.892402939,0.68494184,1.021305968,1.282586424,0.910008455,0.868387146,0.814560135,1.046401203,0.728467627,0.561098777,0.685145664,0.727603781,0.74261205,0.353106364,0.448467005,0.60831108,0.081513629
Primary Sjšgren's syndrome,4.92440477,1.452802835,3.083764071,1.829208188,1.488918404,1.742904635,1.165804133,1.779942268,0.845571649,1.073269646,0.980822016,1.061655402,1.073184881,1.261053089,0.687422842,0.823700072,0.67371191,0.976982935,0.220558229,0.403612505,-0.001091983
Primary biliary cirrhosis,3.241382993,1.284840922,1.511612739,1.367371626,0.963974678,1.051249191,0.852967166,1.25279099,0.456729998,0.728561519,0.567077365,0.626342437,0.812186231,0.609305813,0.621638135,0.6053351,0.396839939,0.633101086,0.340586119,0.465322054,0.108108327
Primary immune deficiency disorder,1.807837187,0.988722815,0.978802614,2.289242213,1.012246446,0.896525205,1.184208672,1.705179202,0.919701852,0.740108646,0.653980806,0.829190839,0.529152229,1.126608247,0.292979308,0.277863733,0.535562772,0.868581565,0.264065228,0.50260255,0.491263088
Progressive Neoplastic Disease,1.505824805,1.413101744,1.4002709,0.491794507,0.569827409,0.910319741,0.699806696,0.872885608,0.426860614,0.56960023,0.455073233,0.507675866,0.482619781,0.320990382,0.524373619,0.547431903,0.530699332,0.110337012,0.406486767,0.460668089,0.00606002
Progressive cGVHD,1.540675301,1.281002112,1.378846989,0.476240371,0.560640484,0.89443948,0.659683153,0.846876435,0.439866582,0.527050936,0.410266201,0.496790741,0.504684258,0.264149102,0.486432973,0.530582617,0.492943259,0.153908991,0.348559622,0.53809855,0.003246608
Promyelocytic leukemia,1.204991911,1.07756003,1.002867095,0.76847084,0.680768654,0.636741897,0.674359843,0.996565239,0.404810841,0.378154889,0.634284655,0.405175925,0.444484791,0.442483239,0.597365792,0.480113768,0.344728911,0.281261488,0.301495665,0.368891579,0.232393312
Prostatic Intraepithelial Neoplasias,1.28243965,0.588058453,0.578325053,0.64836247,0.782639931,1.565598247,0.686404415,0.806992963,0.658222135,0.61078858,0.491064348,0.353080063,0.23303724,0.328830603,0.463396432,0.386271177,0.283722314,0.588769209,0.075107164,0.232764591,0.147772254
Pseudohyperkalemia Cardiff,3.246708958,1.041972472,1.292586976,0.980039864,0.994067953,0.78404206,0.972276575,1.371315135,0.349586378,0.764286465,0.455022314,0.593067123,0.792762821,0.664287647,0.341847383,0.454920686,0.468109169,0.333560892,0.086320032,0.119913527,-0.009401628
Psoriasis vulgaris,3.178790679,0.565332955,1.074614112,0.6010163,0.785528623,0.725109016,0.510825029,0.61235208,0.048656513,0.421058178,0.228637577,0.339373184,0.433411072,0.576422803,0.342509644,0.347057083,0.413747553,0.967966935,0.181954257,0.119994618,0.086492656
Psychotic Disorders,2.184429363,0.688045499,0.58770824,0.595930909,0.50187318,0.372066302,0.395621888,0.300911261,0.488958883,0.545142537,0.227421747,0.412041964,0.467251153,0.30901882,0.259606624,0.330570361,0.280403406,0.281509777,0.054948153,0.135492359,-0.02391488
Pulmonary Emphysema,2.444389087,2.2854584,1.143352672,1.462982892,1.267169783,1.637622783,1.466744742,1.789313301,0.233019114,1.006163326,1.138854343,1.216183663,1.094495024,0.804871842,1.076327146,1.078534351,0.728507441,0.633308486,0.386022166,0.37110867,0.29030972
Rectal Carcinoma,1.590375704,0.922170093,0.733572791,1.280527093,1.009254017,0.678915312,0.681884328,0.673750005,0.666369797,0.431232434,0.546067055,0.447313323,0.61268128,0.314085718,0.634099256,0.570198863,0.462035236,0.310446943,0.224776375,0.431301907,0.094666535
Refractory anemias,1.52459449,1.23968475,1.248838681,1.172089366,0.790245344,0.716337811,0.701775722,0.635833044,0.582242946,0.362307533,0.602817369,0.481067555,0.496972116,0.280955371,0.534238537,0.391721822,0.424102986,0.280849935,0.976388403,0.163608877,0.642016591
Refractory cancer,1.101068181,0.660234219,0.516490639,0.555281362,0.486449046,1.685878738,0.612175291,0.905034713,0.623252325,0.310756906,0.483699429,0.373916046,0.382791436,0.150756343,0.486623722,0.443619303,0.415281855,0.343646593,0.354111623,0.215700977,0.052439059
Renal Insufficiency,2.589173468,1.260477441,0.599935778,0.916290643,0.875713228,0.685324152,0.709728006,0.698641067,0.886612681,0.409886343,0.631308751,0.713394158,0.944347351,0.556159322,0.504229116,0.618638553,0.638821281,0.372950419,0.367913201,0.310099404,0.054184545
Renal fibrosis,1.558387769,1.309430637,0.953217696,0.644928996,0.669284949,1.486454203,0.777602565,1.282764962,0.440370514,0.825792967,0.627313587,0.620893323,0.570544444,0.362701761,0.583166427,0.612541955,0.585320879,0.218099746,0.456566955,0.227394035,0.021668777
Renal glomerular disease,1.992923593,1.545530344,1.261956907,0.874633801,1.080920446,1.481456171,0.774925647,0.690453134,0.399988146,0.800187938,0.47187016,0.787743027,0.61688368,0.778534123,0.757575219,0.650894272,0.453485951,0.159173062,0.413773647,0.147109121,0.028222731
Renal ischaemia,1.374940636,1.352864229,1.955998757,1.309384576,1.314005219,1.856660574,0.871996582,1.422553205,1.38711437,0.716463359,0.427503884,0.72308046,0.864707011,0.431457222,0.65334186,0.804451021,0.487129276,0.767711576,0.19058309,0.215480678,0.081092084
"Respiratory Distress Syndrome, Adult",3.069429717,2.252204766,1.805439654,2.184740244,1.69940705,0.940416252,1.023762131,1.107157892,1.41174918,0.877132686,0.708575431,0.94321783,1.275192174,1.053392303,0.680690183,0.716002469,0.55395406,0.835296404,0.425719822,0.814839657,0.02325042
Respiratory Syncytial Virus Infections,5.190994207,3.041239671,3.642659626,1.770044787,1.853883229,2.224238324,1.893685339,3.216774173,0.84675634,1.072297413,1.250357485,1.380914638,2.079885652,1.210481688,1.341071646,1.205741118,1.214914258,1.132206509,0.469796358,0.924062658,0.091283366
Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,2.672665312,1.874100297,2.395730995,1.251854282,1.183304024,1.187981688,0.976002679,1.590114029,0.465917767,0.81259162,0.736850875,0.672627328,1.021381488,0.579153056,0.668345527,0.765805602,0.526477391,0.563711498,0.323093445,0.370054963,0.068524922
Restenosis,2.564867188,2.047757628,1.239166328,1.058886977,1.14276168,1.255672765,1.170216337,1.239108912,0.66760569,0.834393012,1.520164031,1.065857946,0.864877875,0.817378483,0.969551242,0.923772173,0.66880405,0.717956782,0.604874651,0.223161144,0.096301719
Retinal Diseases,2.583796634,1.056909833,0.992435432,0.773721109,0.808204654,0.797056957,0.378147901,0.565717531,0.518966492,0.412428145,0.434002391,0.59814148,0.554876132,0.691046986,0.492297301,0.459942025,0.209694056,0.472522222,0.393024657,0.281463923,0.015370595
Rett Syndrome,1.144982458,0.834994374,0.365288688,0.324273318,0.302477895,1.456021438,0.38154928,0.232999136,0.253320009,0.286701672,0.169380779,0.195881846,0.335838169,0.095537124,0.250122994,0.258414208,0.134101527,1.251992975,0.340625949,0.280496859,0.873750291
"Rhabdomyosarcoma, Embryonal",1.011321629,1.556751921,2.166635708,2.174223489,1.001149719,0.579658198,1.199854008,0.944806287,0.674091779,0.930153413,0.766381554,0.751798272,0.457516984,0.564566452,0.735634209,0.869243668,0.463901419,0.208660845,0.164668416,0.219858443,-0.004283512
Sarcoidosis,3.225420581,2.253574771,2.733022053,0.870403676,1.297978155,1.622914236,0.869191193,2.097176569,1.332133512,0.864404839,0.976466035,1.097010129,0.838708415,1.032144796,0.999285478,1.135389086,0.352153336,0.291365484,0.457038669,0.787896917,0.00253647
Scleroderma,1.750119451,2.073717195,1.301065605,0.981063126,0.918206891,1.967466541,1.125395697,1.527558925,1.071177304,0.784122235,0.683128127,0.904516098,0.644202496,0.634516643,0.674480777,0.927180634,0.580032545,0.296710771,0.25185323,0.458066465,0.026609868
Seminoma,1.19605365,0.626050327,0.352635854,1.378579566,1.02286501,0.804285356,0.491129909,0.252717179,0.41418163,0.261138889,0.242368191,0.138772395,0.310535025,0.258743172,0.337299036,0.17806891,0.108802221,0.260306787,0.653295421,0.142678444,0.0914975
Sensorineural Hearing Loss (disorder),6.063751079,0.786441142,0.249214385,1.168414106,1.164237315,0.253670028,0.451113181,0.13459053,0.553590055,0.139908486,0.036176487,0.378354991,0.184692956,0.392643994,0.104614043,0.200731338,0.588736615,0.327136375,0.071368163,-0.046225658,0.007849149
Severe Combined Immunodeficiency,1.652800082,1.793178003,1.977517445,1.295154381,1.150868845,0.775058826,1.427940695,1.367494077,1.091725886,0.775882963,1.139584006,0.963956544,0.696263282,0.614203935,0.652586913,0.781430417,0.885474163,0.156902995,0.564035683,0.676501104,0.396976161
Severe Sepsis,2.989986639,1.298781543,1.609926896,1.192403884,1.11219374,1.292060558,0.645178201,1.295565064,1.566595591,0.861408844,1.320458867,0.693181005,1.477748055,0.856131228,0.500107397,0.852783888,0.417133453,0.710876006,0.220668983,0.386105464,0.003230196
Sezary Syndrome,2.748167172,2.45509388,2.841654499,1.576563922,1.314154412,1.453482734,2.017502621,1.733447814,0.569981023,1.285502108,1.280858859,1.544724285,0.960365346,0.831794142,0.863990497,1.060986417,0.738868459,0.466046817,0.378135626,0.23962628,0.014601533
Shy-Drager Syndrome,1.223019824,0.588908634,0.794163901,0.345326785,0.187411324,0.383854136,0.464296864,0.214067451,0.715516098,0.475616889,0.890335962,0.45300133,0.380647936,0.247988627,0.261570295,0.3000137,0.537694567,0.881326829,0.00221605,0.230230859,-0.003247132
Sjogren's Syndrome,2.651949185,1.263550741,1.705949123,0.896852591,0.831811147,1.135557539,0.82223097,1.155456487,0.677318693,0.534335537,0.692092982,0.641431458,0.651930437,0.711025112,0.508569279,0.512813408,0.427410425,0.433280363,0.097356054,0.34831984,0.090296204
Skin Carcinogenesis,1.128217089,0.893609985,0.937948926,1.13398281,1.03559235,0.968372001,0.770655757,0.871060747,0.423261569,0.426945281,0.586040211,0.469138506,0.587126755,0.321630181,0.489011129,0.372045959,0.428449485,0.330450209,0.495378516,0.358751237,0.11616322
Skin Erosion,2.491558711,1.282781527,1.448736938,1.438597389,0.721822092,1.011829026,0.764757538,1.036378243,0.82953331,0.757699944,0.5470615,0.941404877,0.58312008,0.74919031,0.609801175,0.625997099,0.15861914,0.092962312,0.024853598,0.124028539,-0.0066309
Skin Neoplasms,1.56550428,0.960178917,1.104882713,1.078213766,0.83944247,1.243511805,0.837411221,0.647944692,0.22195279,0.746287249,0.587907394,0.486090086,0.450060543,0.444885322,0.389643734,0.438659322,0.498438549,0.079375124,0.260969171,0.170451295,0.159537557
Skin endocrine disorder,1.405342298,1.331599688,1.163095807,0.56548771,0.866635343,0.420478781,0.818828423,0.511923998,0.358190951,0.509371019,0.6117293,0.57478322,0.491894286,0.661798021,0.472277051,0.414700259,0.262461612,0.332024387,0.244075765,0.485209273,0.49358887
Soft Tissue Neoplasms,1.139582863,0.802407945,0.606309164,0.502936455,0.641995206,1.065603551,0.392462276,0.225286654,0.266404901,0.122224464,0.18848893,0.200348745,0.167576849,0.038262567,0.583088898,0.340848428,0.243308347,0.140176711,0.346430327,0.140620745,0.079791943
Spinal Muscular Atrophy,1.295105578,0.370630847,0.426380092,0.611958285,0.319152631,0.251785632,0.305310492,0.303560011,0.930761896,0.500750442,0.559374866,0.452854104,0.212990166,0.525053733,0.494281697,0.413174072,0.376852163,0.297086914,1.121447435,0.135972107,0.016027721
Sporadic Breast Carcinoma,1.621595307,1.430475555,1.63755137,1.96102107,1.176210463,0.825768413,0.85167646,0.87492651,0.693985072,0.546762818,0.854813259,0.584923044,0.634064607,0.87413502,0.681508012,0.596485506,0.559016275,0.923761851,0.270358767,0.449006388,0.303049035
Squamous cell carcinoma of lung,0.914238686,0.43145455,0.395362177,0.634267889,0.707274077,0.526815542,0.460351147,0.443572734,0.247762086,0.221999465,0.225861075,0.288912014,0.303270735,0.211055834,0.283546927,0.267242617,0.308619748,0.377104368,0.134726617,0.181249933,-0.026917905
Squamous cell carcinoma of skin,1.189488829,0.896250817,0.86121315,1.035702702,0.612495473,0.989005255,0.763195535,0.681664103,0.180554302,0.638685722,0.536656108,0.423890452,0.382644878,0.31735105,0.388141225,0.460245793,0.577489159,0.166634277,0.372245128,0.441063811,0.188280295
Squamous cell carcinoma of tongue,1.133819137,0.343092688,0.644731477,0.575754125,0.657575971,0.683369744,0.376606205,0.848384285,0.130691796,0.570761445,0.562327784,0.264465468,0.227946572,0.201022979,0.293228359,0.235696329,0.158826078,0.36192484,0.029593361,0.289453062,0.226348962
Steroid Sulfatase Deficiency Disease,1.380769963,0.562645074,0.861432329,0.691534292,0.658844967,1.043820584,0.54888894,0.715163776,0.501936973,0.357777947,0.644871989,0.300821761,0.453424117,0.409937408,0.480274015,0.408265905,0.247511942,0.454525174,0.276438024,0.473428169,0.023230006
Stomach Neoplasms,1.296564532,0.727390919,0.594178355,0.637170678,0.574564477,0.899817296,0.534849292,0.67537044,0.250823914,0.32491096,0.387971521,0.294199263,0.321334403,0.189582704,0.285386876,0.264931318,0.3851679,0.140504436,0.213141288,0.230097666,0.169953842
Superficial ulcer,2.691815144,1.406391016,1.47856835,1.490784389,0.977007669,1.536362842,0.847902818,1.361488407,0.874492959,0.960281108,0.720477719,0.971697072,0.675584326,0.843846689,0.542739035,0.667911936,0.273296673,0.221631856,0.167834511,0.13888389,0.001572213
Synovial Cyst,1.686745372,0.99817187,0.950712495,0.285109068,0.528005308,0.508753347,0.576394509,0.348643775,1.01647952,0.464132887,0.30201248,0.500925661,0.281237312,0.570902972,0.316628093,0.34466915,0.243846768,0.213115112,0.158368034,0.449220118,0.012815071
Synovitis,4.344273199,2.599044615,4.546144074,1.325516335,1.234213806,1.607284373,0.830096232,1.677284136,1.336574084,0.892778633,0.63561549,0.990194684,1.027780745,0.890449966,0.492717611,0.57821785,0.431728393,0.744379012,0.477670789,0.646628102,0.141857228
TARSAL-CARPAL COALITION SYNDROME,1.624894798,0.570167426,0.78249806,0.840678927,0.875240498,0.661676944,0.485413366,0.486499692,0.587017698,0.543599319,0.294782005,0.310086904,0.269756611,0.379139979,0.43807931,0.233471269,0.251685884,0.140609967,0.63562385,0.040906248,0.169628013
Tauopathies,1.353849105,0.600745137,0.560329819,0.635815795,0.816129065,0.349965358,0.448318623,0.71926958,0.663293629,0.487342403,0.328183919,0.377114203,0.454726539,0.42509104,0.336833966,0.299647419,0.19968485,0.725165258,0.0942396,0.36810911,-0.009010553
Teratoma,1.21627615,0.581251802,0.569493728,0.709699693,0.469677546,0.40670152,0.496363045,0.506434947,0.874003951,0.712540165,0.485385442,0.370951787,0.143837526,0.769526338,0.484108477,0.460579584,0.475888372,0.288366935,0.055200264,0.221217043,0.214012314
Testicular Germ Cell Tumor,0.999432972,0.456179461,0.692372135,0.51825408,0.762282933,0.332935295,0.514160138,0.32033931,0.381196382,0.530829991,0.325072615,0.276480656,0.244172713,0.240823949,0.354684292,0.264492994,0.248712135,0.241059885,0.13536905,0.001267704,0.277016733
Testicular malignant germ cell tumor,1.491021355,0.377190088,0.394690436,0.903571655,0.887806055,0.395958928,0.551036578,0.123841795,0.535579916,1.152258789,0.347012581,0.168255745,0.360880657,0.399041651,0.652364278,0.409089891,0.218686411,0.96418666,0.266736311,-0.016466498,0.071754828
"Thrombocythemia, Essential",1.931586805,1.687524429,1.78388799,1.592251722,1.085316155,0.64749283,1.096941592,1.256519549,1.712299521,1.299777037,1.079486174,1.045449987,0.934066287,0.875159354,0.878115338,0.87153033,0.746068349,0.760037689,0.465434657,0.518713023,0.003886081
